Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
1405,11279096,perrywong594,"2023-12-10 03:44:21",0.78947,11,perrywong594
1406,11373286,AlaaHamdyy,"2023-12-27 14:22:33",0.78947,5,alaahamdyy
1407,11373657,Timkuntz,"2023-12-11 10:33:36",0.78947,16,timkuntz
1408,11363676,"Şeyma Gül Göktaş","2024-01-20 15:23:40",0.78947,12,seymma
1409,11375903,"XING FAN4","2023-12-11 05:51:56",0.78947,3,xingfan4
1410,11359360,ryousa,"2023-12-10 16:00:13",0.78947,6,ryousa
1411,11376713,"Rishabh Dotasara","2023-12-12 18:42:52",0.78947,11,rishabhdotasara
1412,11376896,cloudyay99,"2023-12-15 00:21:54",0.78947,20,cloudyay99
1413,11377321,ERFHGDGHD,"2023-12-15 00:28:49",0.78947,29,erfhgdghd
1414,11377404,JNNNKHH,"2023-12-15 01:53:05",0.78947,18,jnnnkhh
1415,11377516,cloudyms,"2023-12-10 20:40:49",0.78947,10,cloudyms
1416,11378132,DilaratTekinoglu,"2023-12-13 03:51:13",0.78947,24,dilarattekinoglu
1417,11360107,"Aaron Bergfeld","2023-12-11 03:36:10",0.78947,25,aaronbergfeld
1418,10935355,"Rahmiq Brown","2023-12-11 05:23:40",0.78947,20,rahmiqbrown
1419,11378722,"Siva Datta","2023-12-15 00:40:47",0.78947,27,sivadatta5
1420,11376142,"Sergey Deev","2023-12-11 06:03:18",0.78947,4,sergeydeev
1421,11379072,ManiGKishan,"2023-12-11 20:12:18",0.78947,10,manigkishan
1422,11378283,"[Deleted] 54937373-f429-440d-8bbc-11e4da50c5d0","2023-12-11 09:22:10",0.78947,10,del=b38cbd35e223eb61
1423,11380134,"[Deleted] 02dae38b-6ee5-4021-9987-eb037f171a22","2023-12-11 11:20:35",0.78947,10,del=4b05091426557309
1424,11380663,Yukioooooo,"2023-12-12 08:52:58",0.78947,11,yukioooooo
1425,11382683,pppppq,"2023-12-11 20:22:20",0.78947,10,pppppq
1426,11377796,Manikishan,"2023-12-11 21:28:32",0.78947,20,manikishan
1427,11382904,mkcfgffff,"2023-12-11 21:32:18",0.78947,4,mkcfgffff
1428,11381811,Ejackman,"2024-01-08 02:22:18",0.78947,8,ejackman
1429,10828713,LimDai,"2023-12-12 03:20:18",0.78947,8,limdai
1430,10828622,형종짱,"2023-12-12 03:21:28",0.78947,6,dlagudwhd
1431,10828632,ahnseohyeok,"2023-12-12 03:08:04",0.78947,13,ahnseohyeok
1432,11382552,"Siva Sai Anem","2023-12-12 01:54:49",0.78947,10,sivaanem
1433,11382628,moneyTruth36,"2023-12-16 03:25:45",0.78947,29,moneytruth36
1434,3524494,"Aditya Chaloo","2023-12-13 03:49:50",0.78947,7,apollo99
1435,11387327,PratapNEU,"2023-12-12 18:04:29",0.78947,2,pratapneu
1436,11387858,"Elizabeth Yatskevich","2023-12-15 20:25:22",0.78947,2,elizabethyatskevich
1437,7061136,Abhinavgaur02,"2023-12-12 22:07:58",0.78947,1,abhinavgaur02
1438,11387567,"Panagiotis Fassaris","2023-12-13 00:01:35",0.78947,2,panagiotisfassaris
1439,11388132,"Fiona McGowan","2023-12-13 03:46:07",0.78947,6,fionamcgowan
1440,9805016,"Andrew Aziz","2023-12-13 08:29:19",0.78947,44,andrewaziz7
1441,11389862,m163305,"2023-12-13 09:17:49",0.78947,8,m163305
1442,11380637,"WearOS Watchface","2023-12-20 06:20:43",0.78947,16,wearoswatchface
1443,11369871,"Irfan Kaya","2023-12-14 10:51:46",0.78947,18,rephisto
1444,11390116,robiulRony,"2023-12-14 09:37:04",0.78947,2,robiulrony
1445,11168186,"Nairn McWilliams","2023-12-14 08:56:34",0.78947,12,nairnmcwilliams
1446,11392292,"kedarnath chimmad","2023-12-14 05:26:02",0.78947,19,kedarnathchimmad
1447,11393182,"Nicholas Sowers","2023-12-14 03:37:46",0.78947,1,nicholassowers
1448,11393796,Yujin,"2023-12-14 08:21:19",0.78947,8,qkdw715gamilcom
1449,11394550,LemonT2333,"2023-12-16 12:04:22",0.78947,10,lemont2333
1450,4313571,"Hani Nakhoul","2023-12-14 19:42:40",0.78947,1,hnakhoul
1451,11394557,Hazarch,"2023-12-15 05:49:38",0.78947,17,hazarch
1452,11399026,vfalsedomw,"2023-12-15 09:54:42",0.78947,10,vfalsedomw
1453,11284323,chinaasd,"2023-12-15 09:43:08",0.78947,7,chinaasd
1454,11382224,LuffyMugiwara51,"2023-12-15 11:21:12",0.78947,20,luffymugiwara51
1455,11399396,"Oleg Kolesnik","2023-12-20 17:14:55",0.78947,3,olegkolesnik
1456,11394819,victoria6013,"2023-12-16 08:48:56",0.78947,22,victoria6013
1457,11399443,WalterDLaw,"2023-12-15 13:27:48",0.78947,10,walterdlaw
1458,11399609,"Nikita Bannikov2001","2023-12-15 13:18:11",0.78947,5,nikitabannikov2001
1459,11399230,"[Deleted] 3e77c191-20b9-4c63-bed9-88b5b90cb948","2023-12-15 13:36:24",0.78947,10,del=1bcb7bc384522134
1460,11401179,DmitryTDS,"2023-12-15 22:21:27",0.78947,1,dmitrytds
1461,11113183,"Paul Colombo","2023-12-15 23:24:38",0.78947,14,paulcolombo
1462,11390577,Jasonwuuuu,"2023-12-16 08:10:03",0.78947,2,jasonwuuuu
1463,11402189,Thpandaz,"2023-12-16 22:43:57",0.78947,10,thpandaz
1464,11376095,"supreet arora","2024-01-06 02:42:22",0.78947,38,supreetarora
1465,9589317,"Aime Bambarinkenga","2023-12-16 15:07:33",0.78947,14,aimebambarinkenga
1466,11403591,qwrsfaw,"2023-12-16 16:13:38",0.78947,7,qwrsfaw
1467,11403786,KuroNekooo,"2023-12-16 18:58:31",0.78947,10,kuronekooo
1468,11376157,liyangweng,"2023-12-18 07:49:03",0.78947,11,liyangweng
1469,11375866,leiweiwei,"2023-12-18 07:46:47",0.78947,12,leiweiwei
1470,11259258,SZU蓝心,"2023-12-18 13:52:44",0.78947,42,jiazhanliu
1471,11375486,mixi830,"2023-12-18 06:31:47",0.78947,13,mixi830
1472,11404083,"ananno asif","2024-01-15 11:40:52",0.78947,29,anannoasif
1473,11380149,"linxi #2","2023-12-18 08:54:34",0.78947,6,wangzhenlinaituo
1474,11355556,showbing,"2023-12-18 17:21:54",0.78947,14,showbing
1475,11409819,lllxxxllx,"2023-12-18 10:46:17",0.78947,10,lllxxxllx
1476,11405371,Saber^v^,"2023-12-19 07:10:59",0.78947,20,saberv
1477,10582493,kakarooky,"2023-12-22 01:35:29",0.78947,16,kakarooky
1478,10784467,QuanHoangNgoc,"2023-12-18 11:57:39",0.78947,1,quanhoangngoc
1479,11391671,aarushsinha7,"2023-12-18 14:01:41",0.78947,14,aarushsinha7
1480,11405582,"Michael Fuest","2023-12-18 13:58:22",0.78947,4,michaelfuest
1481,11389030,lordaarush,"2024-01-12 18:00:04",0.78947,14,lordaarush
1482,64901,fmartinez,"2023-12-18 16:29:11",0.78947,1,fmartinez
1483,11392514,SIE_INF1_jorroma2,"2023-12-20 18:29:18",0.78947,49,jordiros
1484,11329931,eternit,"2023-12-19 07:19:22",0.78947,29,eternit
1485,11414161,tzc848,"2023-12-19 09:06:11",0.78947,2,tzc848
1486,11382493,SIE_INF1_CMARROD,"2023-12-19 09:20:49",0.78947,42,carmenmartinez
1487,11407488,Shengan1,"2024-01-25 12:24:13",0.78947,224,shengan1
1488,11332433,"Daft Punk","2023-12-28 17:53:42",0.78947,33,beforesunsetasteroid
1489,11417245,"Veronika Astrashab","2023-12-20 00:16:24",0.78947,2,veronikaastrashab
1490,11277948,seokulee,"2023-12-26 05:10:42",0.78947,9,seokulee
1491,11408428,AritraJUEE,"2023-12-20 16:43:29",0.78947,5,aritrajuee
1492,4957636,"Ahmet BİLGİÇ","2023-12-20 19:19:25",0.78947,1,ahmetbilgic
1493,11339282,misterretsim,"2023-12-23 04:11:26",0.78947,47,misterretsim
1494,11275716,"Charita Tummala","2023-12-21 06:14:24",0.78947,6,charitatummala
1495,11424405,"Yogesh AR081","2023-12-21 06:56:00",0.78947,1,yogeshar081
1496,11422550,"JORDI CARMONA CODINACH","2023-12-21 19:47:36",0.78947,3,jordicarmonacodinach
1497,11427621,Search4R2,"2023-12-22 00:53:57",0.78947,1,search4r2
1498,10904065,dfgfdgdgdf,"2023-12-22 18:13:00",0.78947,1,dfgfdgdgdf
1499,11356914,"BenHai Xiao","2023-12-23 05:29:10",0.78947,10,benhaixiao
1500,11434033,mmym7577,"2023-12-30 07:26:47",0.78947,26,mmym7577
1501,5263147,"Farhan Kardan","2023-12-24 10:47:19",0.78947,35,farhankardan
1502,11434237,"Bryan Vernon","2023-12-25 01:52:29",0.78947,13,bryanvernon7
1503,11421255,alm00s,"2023-12-25 16:46:34",0.78947,7,alm00s
1504,11438634,"Yuriy HUMENCHUK","2023-12-25 15:06:10",0.78947,1,yuriyhumenchuk
1505,11439526,kensiota,"2023-12-26 06:15:52",0.78947,3,kensiota
1506,11394624,ayyc0404,"2023-12-26 02:47:41",0.78947,4,ayyc0404
1507,11440895,hello1206,"2023-12-26 12:50:26",0.78947,3,hello1206
1508,11440900,azlspsd,"2023-12-26 09:37:34",0.78947,1,azlspsd
1509,11290379,Sato007,"2023-12-26 15:05:57",0.78947,8,sato007
1510,11443600,zichsama,"2023-12-28 09:00:21",0.78947,20,zichsama
1511,11443748,Myilbe,"2023-12-27 07:55:37",0.78947,8,myilbe
1512,11443861,wpzero,"2023-12-27 05:57:39",0.78947,1,wpzero
1513,11395669,"Duncan Cheng GOOD","2024-01-04 09:39:08",0.78947,58,duncanchenggood
1514,10172950,Miichaaeel,"2024-01-05 21:46:43",0.78947,22,miichaaeel
1515,11444308,"Emre Dayangac","2023-12-27 08:10:39",0.78947,1,emredayangac
1516,11445209,Maius_zjy,"2023-12-29 09:19:29",0.78947,5,maiuszjy
1517,11437337,CJSeop,"2023-12-29 12:24:20",0.78947,22,cjseop
1518,11448268,JScc153,"2023-12-28 09:13:14",0.78947,1,jscc153
1519,11085047,ManiTeja287,"2023-12-28 17:12:59",0.78947,3,maniteja287
1520,10233085,Venta_Black,"2023-12-28 13:31:59",0.78947,5,ventablack
1521,11449380,"Alessandro Bagagli","2023-12-28 16:01:59",0.78947,5,alessandrobagagli
1522,11449511,NikhilD,"2023-12-28 17:24:23",0.78947,3,nikhildigrase
1523,11449556,"A Data Scientist","2024-01-01 19:24:52",0.78947,19,andreasbis
1524,6453869,"Daniele Baldoni","2023-12-29 23:55:12",0.78947,11,danielebaldoni
1525,11448130,"Adesh Sharma","2023-12-29 06:34:34",0.78947,2,adeshsharma
1526,11452435,"[Deleted] 50232d82-68f3-4d56-b0cb-7713c8ce1c28","2023-12-31 11:12:56",0.78947,27,del=d7ab341353256558
1527,6125361,Andrew113,"2024-01-03 18:54:35",0.78947,31,andrew113
1528,11451540,iuriist,"2024-01-05 10:17:57",0.78947,19,iuriist
1529,11448194,HentaiLee,"2023-12-30 10:13:47",0.78947,4,hentailee
1530,11452228,yuki_shino,"2024-01-03 09:36:01",0.78947,20,yukishino8
1531,11455227,aestupids,"2023-12-30 15:15:16",0.78947,8,aestupids
1532,11455604,"[Deleted] 22bd54f0-3a74-4d3b-a690-ec97205ca379","2023-12-30 17:27:40",0.78947,10,del=b6f71a3c6f0c7656
1533,11455823,"[Deleted] c421baa4-698b-4652-b3e1-47e548044895","2023-12-30 20:32:58",0.78947,10,del=6485a6091bc43f2f
1534,11455874,"Yousef Elbaroudy","2023-12-30 20:01:41",0.78947,3,yousefelbaroudy
1535,11442304,"Nikos Kakonas","2024-01-10 17:53:17",0.78947,21,nikoskakonas
1536,11457578,poojitha04,"2023-12-31 15:22:12",0.78947,1,poojitha04
1537,11457644,"Melvin Barbaux","2023-12-31 16:13:16",0.78947,5,melvinbarbaux
1538,11454172,cijb_7724,"2024-01-21 14:10:34",0.78947,26,ryogofunahashi
1539,11456092,"Malihe Davari","2024-01-06 11:45:15",0.78947,16,malihedavari
1540,11458013,michaeljevon14,"2024-01-08 15:24:20",0.78947,11,michaeljevon14
1541,11275565,soodaryan,"2024-01-06 15:44:18",0.78947,41,soodaryan
1542,11440328,vincnetkao,"2024-01-02 09:37:42",0.78947,13,vincnetkao
1543,11462494,kevinhsu0824,"2024-01-02 12:52:56",0.78947,9,kevinhsu0824
1544,11463578,jackson92912,"2024-01-02 15:01:01",0.78947,3,jackson92912
1545,11463726," junkai lo","2024-01-02 15:22:29",0.78947,2,junkailo
1546,6643049,Zhang99,"2024-01-03 08:08:30",0.78947,6,zhang99
1547,11463425,DomMoser,"2024-01-04 15:38:55",0.78947,18,dommoser
1548,11449382,limitiao,"2024-01-03 13:31:11",0.78947,15,limitiao
1549,11466823,DHU2023_1234,"2024-01-04 13:44:43",0.78947,14,dhu20231234
1550,11466790,"miaohhh Shelly","2024-01-03 14:02:20",0.78947,10,miaohhhshelly
1551,11452301,"ABDULKADIR MUKHTAAR","2024-01-03 15:12:26",0.78947,2,abdulkadirmukhtaar
1552,11457378,Steffking01,"2024-01-03 15:38:50",0.78947,1,steffking01
1553,11199773,EmilioJMoreno,"2024-01-05 21:25:24",0.78947,11,emiliojmoreno
1554,11469102,nickecon,"2024-01-04 16:26:42",0.78947,17,nickecon
1555,11469409,"Sambhav kc","2024-01-04 02:55:57",0.78947,2,sambhavkc
1556,11470843,vishnupriya124,"2024-01-04 10:53:43",0.78947,10,vishnupriya124
1557,11469732,potato233,"2024-01-04 12:20:21",0.78947,6,potato233
1558,11472346,"Irka Lins","2024-01-05 19:59:22",0.78947,4,irkalins
1559,11472538,EduardaAlmeida10,"2024-01-05 18:22:48",0.78947,12,eduardaalmeida10
1560,11454442,yukiyakonko,"2024-01-23 15:41:16",0.78947,47,yukiyakonko
1561,11474702,"GAYATHRI SHANKAR","2024-01-05 09:46:44",0.78947,1,ssgayathri
1562,11450241,"JiaZhao Lin","2024-01-05 23:09:18",0.78947,12,jiazhaolin
1563,11370376,"Anders Lindsetmo","2024-01-06 00:54:45",0.78947,4,anderslindsetmo
1564,11115974,"Deshmukh Faizan","2024-01-06 12:41:45",0.78947,25,deshmukhfaizan
1565,11379127,YukieKuroda,"2024-01-06 14:11:04",0.78947,9,yukiekuroda
1566,11479834,Aayan_K_Gogoi,"2024-01-06 18:00:40",0.78947,1,aayankgogoi
1567,11476743,ramirazodi,"2024-01-07 18:13:18",0.78947,22,ramirazodi
1568,11480099,ryanwahle7,"2024-01-06 21:46:51",0.78947,8,ryanwahle7
1569,5056016,"Mihir Sathe","2024-01-26 03:44:58",0.78947,19,mihsathe
1570,10119202,"Nabin Oli","2024-01-07 04:12:27",0.78947,1,nabinoli2004
1571,2967972,slavanorm,"2024-01-15 21:30:26",0.78947,39,slavanorm
1572,11475594,oneObi,"2024-01-07 10:30:02",0.78947,18,oneobi
1573,11481134,wuqingaaa,"2024-01-07 10:49:03",0.78947,10,wuqingaaa
1574,11481834,"Ranveerkar Shrihita","2024-01-07 11:47:07",0.78947,1,ranveerkarshrihita
1575,11475343,"Ong Kang Hao","2024-01-07 12:56:11",0.78947,7,ongkanghao
1576,11482087,Gazxyz,"2024-01-07 13:31:38",0.78947,5,galaxy8691
1577,11473856,arslan_ai17,"2024-01-13 07:57:35",0.78947,28,arslanai17
1578,2833956,enros,"2024-01-08 15:45:47",0.78947,3,enros99
1579,11429666,"Oleg Oleshchuk","2024-01-09 07:43:09",0.78947,14,olegoleshchuk
1580,11402754,"Vishrut Grover","2024-01-09 16:43:06",0.78947,16,vishrutgrover
1581,11490807,HeChengyi,"2024-01-09 16:16:56",0.78947,2,hechengyi
1582,1729713,rwmwangi,"2024-01-10 12:14:23",0.78947,3,ruthwangui
1583,11479893,"Sergey #29","2024-01-17 20:47:56",0.78947,54,yoz8ik
1584,11493779,"Gerben Drijfhout","2024-01-10 10:14:09",0.78947,6,gerbendrijfhout
1585,11457254,"Nyasha Gandah","2024-01-24 17:01:39",0.78947,17,nyashagandah
1586,11291700,"Davi Alexandrino","2024-01-10 17:13:42",0.78947,1,davialexandrino
1587,10990991,"Fabrice Gentot","2024-01-10 17:32:05",0.78947,3,fabricegentot
1588,11499360,shanzhongjiewu,"2024-01-11 13:55:26",0.78947,1,shanzhongjiewu
1589,11499600,"Dhara Rawal","2024-01-11 14:55:12",0.78947,1,drawal16
1590,11499884,"Sergey Kovalev","2024-01-25 13:30:37",0.78947,2,sergeykovalev0
1591,11501991,"ASHISH R KALGUTKAR","2024-01-12 07:11:28",0.78947,1,ashishrkalgutkar
1592,11502004,"SHAH SHRUTAM","2024-01-12 07:12:15",0.78947,1,shahshrutam
1593,11502234,K42U_T4,"2024-01-12 08:34:53",0.78947,2,k42ut4
1594,780847,driscollwebdev,"2024-01-12 17:47:55",0.78947,10,driscollwebdev
1595,11504974,Bradley5,"2024-01-14 16:08:31",0.78947,8,bradley5
1596,11327983,"Kenneth Koh","2024-01-13 04:27:01",0.78947,16,kohhorcheng
1597,11504972,csc2719,"2024-01-13 04:32:34",0.78947,2,csc2719
1598,11504783,wy3821,"2024-01-17 12:28:04",0.78947,18,wy3821
1599,11500341,feynman65,"2024-01-15 04:47:59",0.78947,34,feynman65
1600,11509648,"Vadim Akhtyamov","2024-01-14 16:12:23",0.78947,3,vadimakhtyamov
1601,11511141,"Valentin Cots","2024-01-15 03:52:31",0.78947,2,valentincots
1602,11511454,"sunny #10","2024-01-16 02:44:23",0.78947,9,sw1500259583
1603,11513108,"Tomas Stone","2024-01-15 14:40:38",0.78947,5,tomasstone
1604,8925350,"Shubham Bhardwaj #5","2024-01-15 16:11:27",0.78947,4,shubhdrocksta
1605,11514718,"Lorrain Morlet","2024-01-16 18:05:54",0.78947,7,lorrainmorlet
1606,11497278,ちいかわ,"2024-01-22 05:14:17",0.78947,43,"hiromatsushima,qhnqhn,ryomaabee,syusenta"
1607,8785438,"Mohammad Hossein Zardary","2024-01-16 11:18:00",0.78947,1,mhzardary
1608,11518579,"Doug Sawyer","2024-01-16 20:42:42",0.78947,1,dougsawyer
1609,11518838,"Shun Asakura","2024-01-16 23:11:26",0.78947,1,shunasakura
1610,11518298,"Luiz Couto lopes","2024-01-18 14:27:11",0.78947,14,luizcoutolopes
1611,11360908,"Hibiki Kasuya","2024-01-18 08:02:49",0.78947,10,hibikikasuya
1612,11317180,"Soji Watanabe","2024-01-18 07:55:21",0.78947,6,sojiwatanabe
1613,8112949,"takuya egami","2024-01-19 06:32:55",0.78947,5,takuyaegami
1614,11503782,"Eduardo Magalhães","2024-01-24 02:11:52",0.78947,63,edalcmagal
1615,11527563,Chinjyuuuu,"2024-01-19 08:34:59",0.78947,15,chinjyuuuu
1616,11505364,laiguangyu,"2024-01-19 01:47:47",0.78947,17,laiguangyu
1617,10623657,"Harit Kathuria","2024-01-18 19:27:58",0.78947,1,haritkathuria
1618,11530852,"Vikas Bagalkot","2024-01-19 09:08:57",0.78947,7,vikasbagalkot
1619,11531077,GZGZng,"2024-01-19 09:56:22",0.78947,1,gzgzng
1620,11484697,branch,"2024-01-23 04:11:40",0.78947,33,kuroshiro07
1621,5102744,"Yasushi satoh","2024-01-20 04:05:47",0.78947,2,yasushisatoh
1622,5929290,SENATOROV1,"2024-01-20 12:48:06",0.78947,1,senatorov1
1623,11535508,"Amelie Lam","2024-01-21 22:19:23",0.78947,9,amelielam
1624,10631809,"Abyss #2","2024-01-23 04:35:53",0.78947,45,abyssskb
1625,11536141,"Goyo Cancio","2024-01-22 12:37:49",0.78947,12,goyocancio
1626,11536496,"Ben Nash","2024-01-20 18:25:40",0.78947,1,bennash
1627,11506472,"YUKIKO ISAKA","2024-01-21 07:05:28",0.78947,6,yukikoisaka
1628,11527958,miyoshi344radical,"2024-01-23 14:48:52",0.78947,7,miyoshi344radical
1629,10505768,"Samir Nunes da Silva","2024-01-21 19:59:49",0.78947,10,samirnunesdasilva
1630,5576279,andrewsoncha,"2024-01-21 21:19:06",0.78947,7,andrewsoncha
1631,11483291,"Martin Štefček","2024-01-22 18:12:57",0.78947,29,martintefek
1632,11541215,"Hooman Tavakolizadeh","2024-01-22 01:46:11",0.78947,6,hoomantavakolizadeh
1633,11274993,"Belen Areal","2024-01-25 02:17:57",0.78947,30,belenareal
1634,11543512,chessman666666,"2024-01-22 11:56:02",0.78947,1,chessman666666
1635,11544613,Tyapp0108,"2024-01-23 02:07:25",0.78947,7,tyapp0108
1636,11548923,CodeShelly,"2024-01-23 13:07:12",0.78947,1,codeshelly
1637,11507651,"Anton Braslavskii","2024-01-24 17:09:23",0.78947,22,antonbraslavskii
1638,9265041,"Rene Verinaud Anguita ","2024-01-25 00:31:34",0.78947,26,reneverinaudanguita
1639,7161200,"Todd Dan","2024-01-23 23:58:53",0.78947,1,dtodddan
1640,11551202,"Liesvy Valladares","2024-01-26 13:04:41",0.78947,10,liesvyvalladares
1641,11552803,robincms,"2024-01-24 08:12:45",0.78947,6,robincms
1642,11553457,"Raghav Bansal #3","2024-01-24 10:03:21",0.78947,1,raghav242003
1643,11554032,supakornpooh,"2024-01-24 13:33:19",0.78947,8,supakornpooh
1644,11551069,robertinopili,"2024-01-24 14:27:16",0.78947,3,robertinopili
1645,11533249,"henri nuortila","2024-01-24 14:33:04",0.78947,7,henrinuortila
1646,11554424,"Benjamin Rudolf","2024-01-24 15:23:53",0.78947,7,benjaminrudolf
1647,11555737,Sigull,"2024-01-25 17:28:15",0.78947,17,sigull
1648,11530491,f22ba071,"2024-01-26 07:24:15",0.78947,29,f22ba071
1649,10896845,kaeya@41,"2024-01-26 09:40:22",0.78947,14,kaeya41
1650,6518231,Seven_to11,"2024-01-25 11:23:57",0.78947,5,"chae1k,hslee74"
1651,5902527,ulyumdzhi,"2024-01-25 17:39:07",0.78947,10,ulyumdzhi
1652,4966472,"Osman Siddique","2024-01-26 00:32:49",0.78947,2,osmansiddiquer
1653,11497121,chaozu,"2024-01-26 02:51:11",0.78947,10,chaozu
1654,11561079,Mamba369,"2024-01-26 02:59:35",0.78947,1,mamba369
1655,11553575,Gkim9421,"2024-01-26 15:01:05",0.78947,10,gkim9421
1656,11559975,"Ionut Marin","2024-01-26 14:34:08",0.78947,3,ionutmarin13
1657,11481775,Udeet,"2024-01-27 12:02:56",0.78947,6,ugulati
1658,11315222,PBemmm,"2023-11-29 03:16:59",0.78708,20,pbemmm
1659,7206428,"Letícia Bueno","2023-12-14 19:06:54",0.78708,23,leticiabueno
1660,11316268,Zuoooo,"2023-11-28 20:39:04",0.78708,5,zuoooo
1661,10873408,Panini2,"2023-11-28 21:43:54",0.78708,1,panini2
1662,11308164,"nzabakira floris","2023-12-03 22:47:32",0.78708,13,nzabakirafloris
1663,11293096,"Genshin Impact6869","2023-11-29 02:37:24",0.78708,1,"wly6822,wu114514"
1664,11297366,CansuOzturk123,"2023-11-30 00:36:29",0.78708,12,cansuozturk123
1665,11302396,"Juztine Bridgette Bunda","2023-11-29 04:33:15",0.78708,1,juzbridgette
1666,9676601,"Ronit Akhariya","2023-11-29 04:43:36",0.78708,1,ronitakhariya
1667,11293235,"Dalton Woodside-Moffatt","2023-11-29 07:22:45",0.78708,8,dwmoffatt
1668,11318809,SquareBracket,"2023-11-29 09:11:30",0.78708,6,squarebracket
1669,11319674,kaggleCHN,"2023-11-29 11:47:40",0.78708,4,kagglechn
1670,11314694,dongshuai6698,"2023-11-29 13:26:42",0.78708,3,"chenqize,dongshuai6698,yangwanshguai6965,yellow6737,yxy6940"
1671,11320815,"Hoon Kim #2","2023-11-29 17:32:30",0.78708,2,hjk1168
1672,11314855,PrinceRj,"2023-11-29 15:04:27",0.78708,13,princerj
1673,11287703,"Xyrus Angelo Salvosa","2023-11-29 16:50:24",0.78708,6,xyrusangelosalvosa
1674,5549266,franc42,"2023-12-31 09:31:08",0.78708,23,franc42
1675,11300011,"Chrismon Mansilungan","2023-11-29 22:08:05",0.78708,3,chrismonmansilungan
1676,10866462,"HIROTAKA NAGATA","2023-12-06 11:10:51",0.78708,6,hirotakanagata
1677,11325276,"jon skyeet","2023-11-30 11:58:47",0.78708,2,alcapwn
1678,11315132,BattleTonk,"2023-11-30 14:28:47",0.78708,4,battletonk
1679,11326042,The_Ozap,"2023-12-01 11:00:32",0.78708,19,theozap
1680,11300752,yirmiyah,"2023-12-15 11:45:34",0.78708,34,yirmiyah
1681,11322427,"David Kirkbride","2023-12-01 03:55:12",0.78708,3,davidkirkbrideblk
1682,11328464,imJungSungEun,"2023-12-01 06:34:22",0.78708,4,imjungsungeun
1683,11245476,Thomas2074,"2023-12-03 11:42:29",0.78708,19,thomas2074
1684,11092871,"Ashlynne M","2023-12-19 16:54:25",0.78708,11,ashlynnem
1685,10731032,"Samuel Senne","2023-12-30 11:29:04",0.78708,26,samuelsenne
1686,11306033,"kum yuen","2023-12-02 02:41:56",0.78708,13,kumyuen
1687,9853348,"Matt Kerfoot","2023-12-08 05:58:32",0.78708,6,mattkerfoot
1688,11259268,susinL,"2023-12-02 09:18:18",0.78708,1,susinl
1689,11329895,"Marcin StaszakCoding","2023-12-02 11:13:51",0.78708,7,marcinstaszakcoding
1690,11334210,dltmdgml,"2023-12-02 13:02:49",0.78708,10,dltmdgml
1691,4611919,yanghungliao,"2023-12-16 12:21:36",0.78708,14,yanghungliao
1692,11299223,"Chi-Sheng Huang","2023-12-22 01:24:03",0.78708,11,chishenghuang
1693,11299222,"CHEN WEILI","2023-12-16 12:29:56",0.78708,11,weilif4
1694,11299227,"Monica Peng","2023-12-16 12:22:12",0.78708,11,monicapengmp
1695,11299219,AnchiFeng,"2023-12-16 12:28:41",0.78708,11,anchifeng
1696,11315018,Fangyc220,"2023-12-16 12:31:12",0.78708,19,fangyc220
1697,11331262,"Francesca Bernhardt","2023-12-07 15:21:49",0.78708,24,francescabernhardt
1698,11334395,"syemin Park","2023-12-05 10:39:25",0.78708,10,syeminpark
1699,11291808,"haruto yano","2023-12-03 10:58:51",0.78708,13,puttanesca37
1700,11335683,zhangxingjian,"2023-12-02 19:14:14",0.78708,10,zhangxingjiannn
1701,11243879,AnnieHongSK,"2023-12-02 23:13:48",0.78708,2,anniehongsk
1702,11337614,"Abel Tessema","2023-12-10 08:57:03",0.78708,23,abeltessema
1703,10452727,BensonTheAnalyst,"2023-12-03 10:52:56",0.78708,18,bensontheanalyst
1704,11340101,"DANIEL KHURGIN333","2023-12-03 21:48:12",0.78708,6,danielkhurgin333
1705,11340674,"Michael Chen #7","2023-12-12 00:20:06",0.78708,7,toasterdoodle
1706,10838979,kanishk_bhagat,"2023-12-04 07:42:46",0.78708,5,kanishbkhagat
1707,11343108,furkanklnc,"2023-12-04 09:04:15",0.78708,1,furkanklnc
1708,11299225,"Guann-Luen Chen","2023-12-23 08:55:37",0.78708,20,brianchen001
1709,11311348,JoâoPedroLpzOliv,"2023-12-04 23:05:38",0.78708,30,joopedrolpzoliv
1710,11347309,"Michael Morantes","2023-12-04 23:48:03",0.78708,1,michaelmorantes
1711,6454324,Catadanna,"2024-01-22 14:01:29",0.78708,3,catadanna
1712,8997769,szqiliu,"2023-12-05 11:43:58",0.78708,6,szqiliu
1713,11348062,Solaris-zh,"2023-12-05 12:25:51",0.78708,2,solariszh
1714,11350031,"Simon Pierre Ndizihiwe","2023-12-05 15:51:54",0.78708,9,sndizihi
1715,4783973,"In Yee Phang","2023-12-06 02:30:51",0.78708,17,inyeephang
1716,11346824,"Vasile Negrescu","2023-12-13 02:52:12",0.78708,42,vasilenegrescu
1717,11299231,"Huang Ko-Yen","2023-12-19 09:08:25",0.78708,12,huangkoyen
1718,11319288,Fencerwang,"2023-12-06 07:37:38",0.78708,5,fencerwang
1719,11294494,"Yves Mfitumukiza","2023-12-08 19:25:35",0.78708,30,yvesmfitumukiza
1720,11263890,EuNine,"2023-12-08 11:20:02",0.78708,14,eunine
